episode:1,Updates:1/50,Timesteps:400/10000,FPS:88.0,avg_sp:0.48484848484848486,avg_xp_0_0:0.4090909090909091,avg_xp_0_1:0.5303030303030303,value_loss:2.02789335946242,policy_loss:-0.0022890196263324705,dist_entropy:2.0780936161677044,actor_grad_norm:2.580516322453817,critic_grad_norm:14.54002899924914,ratio:2.99383887052536,best_i:0,average_step_rewards:0.1599999964237213
episode:2,Updates:2/50,Timesteps:600/10000,FPS:78.0,avg_sp:0.21212121212121213,avg_xp_0_0:0.42424242424242425,avg_xp_0_1:0.5303030303030303,value_loss:1.5439291233817736,policy_loss:-0.058951561336095124,dist_entropy:2.070085628827413,actor_grad_norm:2.026004767417908,critic_grad_norm:14.820287080605825,ratio:3.0000922203063967,best_i:0,average_step_rewards:0.07000000029802322
episode:3,Updates:3/50,Timesteps:800/10000,FPS:75.0,avg_sp:0.18181818181818182,avg_xp_0_0:0.3181818181818182,avg_xp_0_1:0.4393939393939394,value_loss:1.1454823315143585,policy_loss:-0.06616428597349054,dist_entropy:2.05177356004715,actor_grad_norm:1.99520050684611,critic_grad_norm:11.305292455355326,ratio:2.9972212394078572,best_i:0,average_step_rewards:0.05999999865889549
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:73.0,avg_sp:0.2878787878787879,avg_xp_0_0:0.3333333333333333,avg_xp_0_1:0.3484848484848485,value_loss:1.0748001982768376,policy_loss:-0.03213401331965968,dist_entropy:2.0241848667462667,actor_grad_norm:2.0631449381510416,critic_grad_norm:8.6678391456604,ratio:3.0048994501431783,best_i:0,average_step_rewards:0.0949999988079071
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:71.0,avg_sp:0.3939393939393939,avg_xp_0_0:0.18181818181818182,avg_xp_0_1:0.25757575757575757,value_loss:1.313368697464466,policy_loss:-0.039290606968104845,dist_entropy:1.9906989971796671,actor_grad_norm:2.8566983381907147,critic_grad_norm:6.367447650929292,ratio:3.0032917261123657,best_i:0,average_step_rewards:0.12999999523162842
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:71.0,avg_sp:0.5303030303030303,avg_xp_0_0:0.15151515151515152,avg_xp_0_1:0.22727272727272727,value_loss:1.5368476142485936,policy_loss:-0.010945583389761548,dist_entropy:1.930942134062449,actor_grad_norm:2.8461290995279946,critic_grad_norm:12.17729542851448,ratio:3.007281009356181,best_i:0,average_step_rewards:0.17499999701976776
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:71.0,avg_sp:0.6666666666666666,avg_xp_0_0:0.19696969696969696,avg_xp_0_1:0.24242424242424243,value_loss:1.6741078053911527,policy_loss:0.023438579045236097,dist_entropy:1.8300180395444234,actor_grad_norm:3.0658156871795654,critic_grad_norm:11.150670386354129,ratio:3.0160259644190472,best_i:0,average_step_rewards:0.2199999988079071
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:70.0,avg_sp:0.7878787878787878,avg_xp_0_0:0.16666666666666666,avg_xp_0_1:0.13636363636363635,value_loss:1.8142369111378989,policy_loss:0.01281110186005634,dist_entropy:1.6834932367006938,actor_grad_norm:3.7158013264338177,critic_grad_norm:9.810876465340455,ratio:3.0022116462389628,best_i:0,average_step_rewards:0.25999999046325684
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:69.0,avg_sp:1.0909090909090908,avg_xp_0_0:0.07575757575757576,avg_xp_0_1:0.13636363636363635,value_loss:1.7368361028532187,policy_loss:0.02607218939500555,dist_entropy:1.5051248947779337,actor_grad_norm:3.377083683013916,critic_grad_norm:10.8960354834795,ratio:2.9893291076024373,best_i:0,average_step_rewards:0.36000001430511475
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:68.0,avg_sp:1.4242424242424243,avg_xp_0_0:0.09090909090909091,avg_xp_0_1:0.15151515151515152,value_loss:1.7933472751329342,policy_loss:0.12255943401871873,dist_entropy:1.2898681422074636,actor_grad_norm:3.5952711661656696,critic_grad_norm:13.527345092097919,ratio:3.0064785838127137,best_i:0,average_step_rewards:0.4699999988079071
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:67.0,avg_sp:2.090909090909091,avg_xp_0_0:0.15151515151515152,avg_xp_0_1:0.06060606060606061,value_loss:1.779342376689116,policy_loss:0.11566233637370169,dist_entropy:1.108779670794805,actor_grad_norm:3.4402329603830974,critic_grad_norm:14.03984126150608,ratio:2.991492414474487,best_i:0,average_step_rewards:0.6899999976158142
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:67.0,avg_sp:2.1363636363636362,avg_xp_0_0:0.030303030303030304,avg_xp_0_1:0.06060606060606061,value_loss:1.5233466990292073,policy_loss:0.1250100913501034,dist_entropy:0.9394460499286652,actor_grad_norm:3.375841772556305,critic_grad_norm:12.48843998014927,ratio:3.0006068070729572,best_i:0,average_step_rewards:0.7049999833106995
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:66.0,avg_sp:2.242424242424242,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.015151515151515152,value_loss:1.171456261879454,policy_loss:0.2194726692751671,dist_entropy:0.7979692101478577,actor_grad_norm:2.7768516540527344,critic_grad_norm:13.927683850129446,ratio:2.998677547772725,best_i:0,average_step_rewards:0.7400000095367432
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:66.0,avg_sp:2.0454545454545454,avg_xp_0_0:0.07575757575757576,avg_xp_0_1:0.045454545454545456,value_loss:0.7186039152399947,policy_loss:0.26427121439576146,dist_entropy:0.6840026418368021,actor_grad_norm:2.4540683746337892,critic_grad_norm:9.524670967459679,ratio:2.999074478944143,best_i:0,average_step_rewards:0.675000011920929
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:66.0,avg_sp:2.272727272727273,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.7098106509074569,policy_loss:0.28269496652018283,dist_entropy:0.5843624393145244,actor_grad_norm:2.9213791688283286,critic_grad_norm:6.053625317911307,ratio:2.9989105502764386,best_i:0,average_step_rewards:0.75
episode:16,Updates:16/50,Timesteps:3400/10000,FPS:66.0,avg_sp:2.515151515151515,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.07575757575757576,value_loss:0.6021910748269874,policy_loss:0.3021289277384058,dist_entropy:0.49008706708749133,actor_grad_norm:2.0633437593777972,critic_grad_norm:5.1139001543323195,ratio:3.001609428723653,best_i:0,average_step_rewards:0.8299999833106995
episode:17,Updates:17/50,Timesteps:3600/10000,FPS:66.0,avg_sp:2.5454545454545454,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.045454545454545456,value_loss:0.4310598506902655,policy_loss:0.2916690648649819,dist_entropy:0.423461123307546,actor_grad_norm:2.3463977654774983,critic_grad_norm:5.409327138960362,ratio:3.0002702434857684,best_i:0,average_step_rewards:0.8399999737739563
episode:18,Updates:18/50,Timesteps:3800/10000,FPS:66.0,avg_sp:2.227272727272727,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.38637023518482844,policy_loss:0.3329536504400894,dist_entropy:0.36828177322944006,actor_grad_norm:2.1464479128519693,critic_grad_norm:1.968090500930945,ratio:2.9999042113622028,best_i:0,average_step_rewards:0.7350000143051147
episode:19,Updates:19/50,Timesteps:4000/10000,FPS:66.0,avg_sp:2.772727272727273,avg_xp_0_0:0.09090909090909091,avg_xp_0_1:0.0,value_loss:0.540321973625881,policy_loss:0.3579656332470478,dist_entropy:0.32105255623658496,actor_grad_norm:2.0890677054723104,critic_grad_norm:5.142349085708459,ratio:3.000199274222056,best_i:0,average_step_rewards:0.9150000214576721
episode:20,Updates:20/50,Timesteps:4200/10000,FPS:65.0,avg_sp:2.590909090909091,avg_xp_0_0:0.030303030303030304,avg_xp_0_1:0.015151515151515152,value_loss:0.20351121449881854,policy_loss:0.3435834828388567,dist_entropy:0.28869296461343763,actor_grad_norm:1.799677030245463,critic_grad_norm:3.5888009210427603,ratio:2.99887877702713,best_i:0,average_step_rewards:0.8550000190734863
episode:21,Updates:21/50,Timesteps:4400/10000,FPS:65.0,avg_sp:2.727272727272727,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.26073284388209383,policy_loss:0.3548519605756738,dist_entropy:0.2486173669497172,actor_grad_norm:2.0623371601104736,critic_grad_norm:3.351917526125908,ratio:3.000240417321523,best_i:0,average_step_rewards:0.8999999761581421
episode:22,Updates:22/50,Timesteps:4600/10000,FPS:64.0,avg_sp:2.727272727272727,avg_xp_0_0:0.06060606060606061,avg_xp_0_1:0.015151515151515152,value_loss:0.20306776116291683,policy_loss:0.3641897266730666,dist_entropy:0.21678327868382136,actor_grad_norm:1.7296605030695598,critic_grad_norm:1.793864447871844,ratio:2.9986140926678977,best_i:0,average_step_rewards:0.8999999761581421
episode:23,Updates:23/50,Timesteps:4800/10000,FPS:64.0,avg_sp:2.8636363636363638,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.0,value_loss:0.2296359750131766,policy_loss:0.36309020895169425,dist_entropy:0.1882979800303777,actor_grad_norm:1.7757827599843343,critic_grad_norm:1.6128778219223023,ratio:3.0004801710446674,best_i:0,average_step_rewards:0.9449999928474426
episode:24,Updates:24/50,Timesteps:5000/10000,FPS:65.0,avg_sp:2.6818181818181817,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.11304982154397294,policy_loss:0.38302145156551454,dist_entropy:0.1686863087117672,actor_grad_norm:1.0534680048624674,critic_grad_norm:1.9018267860015234,ratio:2.9997562726338702,best_i:0,average_step_rewards:0.8849999904632568
episode:25,Updates:25/50,Timesteps:5200/10000,FPS:65.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.0,avg_xp_0_1:0.045454545454545456,value_loss:0.24181514618200406,policy_loss:0.3914210066160498,dist_entropy:0.1532661236822605,actor_grad_norm:1.5729896942774455,critic_grad_norm:3.119351285447677,ratio:2.9998710711797076,best_i:0,average_step_rewards:0.9750000238418579
episode:26,Updates:26/50,Timesteps:5400/10000,FPS:65.0,avg_sp:2.8181818181818183,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.06060606060606061,value_loss:0.09845619654903809,policy_loss:0.3607551008918478,dist_entropy:0.13559236228466034,actor_grad_norm:0.4684912423292796,critic_grad_norm:1.628890472650528,ratio:3.000776513417562,best_i:0,average_step_rewards:0.9300000071525574
episode:27,Updates:27/50,Timesteps:5600/10000,FPS:64.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.045454545454545456,avg_xp_0_1:0.045454545454545456,value_loss:0.17926800530403852,policy_loss:0.3771961974252869,dist_entropy:0.12806989923119544,actor_grad_norm:1.2874525785446167,critic_grad_norm:2.0919549675037463,ratio:2.9995455543200173,best_i:0,average_step_rewards:0.9750000238418579
episode:28,Updates:28/50,Timesteps:5800/10000,FPS:64.0,avg_sp:2.8636363636363638,avg_xp_0_0:0.07575757575757576,avg_xp_0_1:0.015151515151515152,value_loss:0.1310674795260032,policy_loss:0.3610395983570876,dist_entropy:0.11886993050575256,actor_grad_norm:0.5808140595753988,critic_grad_norm:1.67892384827137,ratio:2.9997740268707274,best_i:0,average_step_rewards:0.9449999928474426
episode:29,Updates:29/50,Timesteps:6000/10000,FPS:64.0,avg_sp:2.8636363636363638,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.015151515151515152,value_loss:0.1613604448735714,policy_loss:0.38600587485715127,dist_entropy:0.11576955939332643,actor_grad_norm:1.2901675303777058,critic_grad_norm:1.2157657772302628,ratio:2.998969825108846,best_i:0,average_step_rewards:0.9449999928474426
