episode:1,Updates:1/50,Timesteps:400/10000,FPS:90.0,avg_sp:0.2727272727272727,avg_xp_0_0:0.3939393939393939,avg_xp_0_1:0.48484848484848486,value_loss:2.755914330482483,policy_loss:0.033604323296186796,dist_entropy:2.0778433402379353,actor_grad_norm:2.584906244277954,critic_grad_norm:14.434612127145131,ratio:3.004408836364746,best_i:0,average_step_rewards:0.09000000357627869
episode:2,Updates:2/50,Timesteps:600/10000,FPS:81.0,avg_sp:0.25757575757575757,avg_xp_0_0:0.5,avg_xp_0_1:0.5,value_loss:1.6018611550331117,policy_loss:0.0760870504936514,dist_entropy:2.067513028780619,actor_grad_norm:1.686383048693339,critic_grad_norm:14.05981567700704,ratio:3.0020353317260744,best_i:0,average_step_rewards:0.08500000089406967
episode:3,Updates:3/50,Timesteps:800/10000,FPS:77.0,avg_sp:0.18181818181818182,avg_xp_0_0:0.3484848484848485,avg_xp_0_1:0.5,value_loss:1.211897071202596,policy_loss:0.031055696447069417,dist_entropy:2.0494614760080974,actor_grad_norm:1.8680203358332317,critic_grad_norm:12.505894867579142,ratio:2.993513222535451,best_i:0,average_step_rewards:0.05999999865889549
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:75.0,avg_sp:0.19696969696969696,avg_xp_0_0:0.4090909090909091,avg_xp_0_1:0.36363636363636365,value_loss:0.909531886378924,policy_loss:0.07405907556725046,dist_entropy:2.016309412320455,actor_grad_norm:1.9031859556833903,critic_grad_norm:11.531129439671835,ratio:2.999695086479187,best_i:0,average_step_rewards:0.06499999761581421
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:74.0,avg_sp:0.24242424242424243,avg_xp_0_0:0.13636363636363635,avg_xp_0_1:0.3484848484848485,value_loss:1.1194921672344207,policy_loss:0.05304951735182352,dist_entropy:1.9582964857419332,actor_grad_norm:2.8609925587972005,critic_grad_norm:5.7463607420523966,ratio:2.999334728717804,best_i:0,average_step_rewards:0.07999999821186066
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:73.0,avg_sp:0.12121212121212122,avg_xp_0_0:0.10606060606060606,avg_xp_0_1:0.3333333333333333,value_loss:1.3507493540644646,policy_loss:0.11479648813698441,dist_entropy:1.8920204758644104,actor_grad_norm:2.664966106414795,critic_grad_norm:9.656104596455892,ratio:3.004075022538503,best_i:0,average_step_rewards:0.03999999910593033
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:72.0,avg_sp:0.2727272727272727,avg_xp_0_0:0.2727272727272727,avg_xp_0_1:0.10606060606060606,value_loss:0.8735184028744698,policy_loss:0.14207580704257516,dist_entropy:1.8389431715011597,actor_grad_norm:2.491029691696167,critic_grad_norm:4.4534762839476265,ratio:3.0009108424186706,best_i:0,average_step_rewards:0.09000000357627869
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:71.0,avg_sp:0.15151515151515152,avg_xp_0_0:0.16666666666666666,avg_xp_0_1:0.19696969696969696,value_loss:1.400546377400557,policy_loss:0.09535826241504401,dist_entropy:1.765619663397471,actor_grad_norm:3.50117035706838,critic_grad_norm:13.672261341412861,ratio:3.002681839466095,best_i:0,average_step_rewards:0.05000000074505806
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:70.0,avg_sp:0.6212121212121212,avg_xp_0_0:0.09090909090909091,avg_xp_0_1:0.07575757575757576,value_loss:0.9378314862648646,policy_loss:0.1640361406567196,dist_entropy:1.6690130194028219,actor_grad_norm:3.178145627180735,critic_grad_norm:3.9980219850937524,ratio:2.992161583900452,best_i:0,average_step_rewards:0.20499999821186066
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:69.0,avg_sp:1.378787878787879,avg_xp_0_0:0.10606060606060606,avg_xp_0_1:0.045454545454545456,value_loss:2.0174968128403026,policy_loss:0.21788418367629253,dist_entropy:1.5216646671295166,actor_grad_norm:3.038043983777364,critic_grad_norm:13.147735820213954,ratio:2.9982162674268085,best_i:0,average_step_rewards:0.45500001311302185
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:68.0,avg_sp:1.2727272727272727,avg_xp_0_0:0.045454545454545456,avg_xp_0_1:0.0,value_loss:3.06154345224301,policy_loss:0.2638833178455632,dist_entropy:1.338711037238439,actor_grad_norm:3.1839102109273276,critic_grad_norm:16.43992548584938,ratio:3.0005247314771015,best_i:0,average_step_rewards:0.41999998688697815
episode:12,Updates:12/50,Timesteps:2600/10000,FPS:67.0,avg_sp:1.6363636363636365,avg_xp_0_0:0.06060606060606061,avg_xp_0_1:0.06060606060606061,value_loss:2.1559796440104644,policy_loss:0.37249634099255,dist_entropy:1.1453748106956483,actor_grad_norm:2.477459756533305,critic_grad_norm:14.973401652773221,ratio:3.0049133857091266,best_i:0,average_step_rewards:0.5400000214576721
episode:13,Updates:13/50,Timesteps:2800/10000,FPS:67.0,avg_sp:1.7727272727272727,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.045454545454545456,value_loss:1.9984066296368836,policy_loss:0.33218208042035496,dist_entropy:0.9989954431851705,actor_grad_norm:2.9230784018834433,critic_grad_norm:14.878241387506327,ratio:2.9999184449513754,best_i:0,average_step_rewards:0.5849999785423279
episode:14,Updates:14/50,Timesteps:3000/10000,FPS:67.0,avg_sp:1.9545454545454546,avg_xp_0_0:0.09090909090909091,avg_xp_0_1:0.015151515151515152,value_loss:1.6354150303949913,policy_loss:0.350871486334751,dist_entropy:0.8395143767197927,actor_grad_norm:2.621287703514099,critic_grad_norm:12.65193378428618,ratio:2.999075094858805,best_i:0,average_step_rewards:0.6449999809265137
episode:15,Updates:15/50,Timesteps:3200/10000,FPS:67.0,avg_sp:2.1818181818181817,avg_xp_0_0:0.0,avg_xp_0_1:0.030303030303030304,value_loss:1.308943105613192,policy_loss:0.3355052431281654,dist_entropy:0.7198699802160263,actor_grad_norm:2.9344226837158205,critic_grad_norm:11.4612574527661,ratio:2.998416483402252,best_i:0,average_step_rewards:0.7200000286102295
episode:16,Updates:16/50,Timesteps:3400/10000,FPS:67.0,avg_sp:2.5454545454545454,avg_xp_0_0:0.030303030303030304,avg_xp_0_1:0.045454545454545456,value_loss:1.001159725165538,policy_loss:0.3793849942199884,dist_entropy:0.5920692513386409,actor_grad_norm:2.073046652475993,critic_grad_norm:10.713250529766082,ratio:3.000643487771352,best_i:0,average_step_rewards:0.8399999737739563
episode:17,Updates:17/50,Timesteps:3600/10000,FPS:67.0,avg_sp:2.409090909090909,avg_xp_0_0:0.030303030303030304,avg_xp_0_1:0.09090909090909091,value_loss:0.7189661048352718,policy_loss:0.36962516658442723,dist_entropy:0.5116512248913447,actor_grad_norm:2.113141592343648,critic_grad_norm:8.036752100537221,ratio:3.0005739331245422,best_i:0,average_step_rewards:0.7950000166893005
