episode:1,Updates:1/50,Timesteps:400/10000,FPS:90.0,avg_sp:0.2727272727272727,avg_xp_0_0:0.3939393939393939,avg_xp_0_1:0.48484848484848486,value_loss:2.755914330482483,policy_loss:0.033604323296186796,dist_entropy:2.0778433402379353,actor_grad_norm:2.584906244277954,critic_grad_norm:14.434612127145131,ratio:3.004408836364746,best_i:0,average_step_rewards:0.09000000357627869
episode:18,Updates:18/50,Timesteps:3800/10000,FPS:66.0,avg_sp:2.409090909090909,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.6496311011724174,policy_loss:0.34699849615618583,dist_entropy:0.4392236828804016,actor_grad_norm:2.7329307635625204,critic_grad_norm:6.422174047430357,ratio:2.991429829597473,best_i:0,average_step_rewards:0.7950000166893005
episode:19,Updates:19/50,Timesteps:4000/10000,FPS:66.0,avg_sp:2.6363636363636362,avg_xp_0_0:0.030303030303030304,avg_xp_0_1:0.030303030303030304,value_loss:0.5312455413824257,policy_loss:0.3568972066153462,dist_entropy:0.36818460921446483,actor_grad_norm:1.9741122881571451,critic_grad_norm:4.9200475340088206,ratio:3.0002740740776064,best_i:0,average_step_rewards:0.8700000047683716
episode:20,Updates:20/50,Timesteps:4200/10000,FPS:65.0,avg_sp:2.727272727272727,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.030303030303030304,value_loss:0.3797510327460865,policy_loss:0.37533448621692755,dist_entropy:0.3213574826717377,actor_grad_norm:2.109304730097453,critic_grad_norm:3.296656608581543,ratio:2.998755323886871,best_i:0,average_step_rewards:0.8999999761581421
episode:21,Updates:21/50,Timesteps:4400/10000,FPS:65.0,avg_sp:2.8181818181818183,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.015151515151515152,value_loss:0.23658050472537676,policy_loss:0.3719593319174213,dist_entropy:0.27762516438961027,actor_grad_norm:1.9179259300231934,critic_grad_norm:1.3045417410631974,ratio:2.997350883483887,best_i:0,average_step_rewards:0.9300000071525574
episode:22,Updates:22/50,Timesteps:4600/10000,FPS:65.0,avg_sp:2.8181818181818183,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.15720284062748155,policy_loss:0.3887976583167911,dist_entropy:0.23732698261737822,actor_grad_norm:1.476397975285848,critic_grad_norm:0.7534217373778422,ratio:3.0008234937985736,best_i:0,average_step_rewards:0.9300000071525574
episode:23,Updates:23/50,Timesteps:4800/10000,FPS:65.0,avg_sp:2.772727272727273,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.015151515151515152,value_loss:0.09281688130771121,policy_loss:0.3883850926538003,dist_entropy:0.2145288089911143,actor_grad_norm:1.9480468034744263,critic_grad_norm:0.9672792312999566,ratio:2.999453632036845,best_i:0,average_step_rewards:0.9150000214576721
episode:24,Updates:24/50,Timesteps:5000/10000,FPS:65.0,avg_sp:2.909090909090909,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.15038905385881662,policy_loss:0.3827881670530575,dist_entropy:0.18681115979949633,actor_grad_norm:1.7016071240107218,critic_grad_norm:1.0834517347315946,ratio:3.0000423789024353,best_i:0,average_step_rewards:0.9599999785423279
episode:25,Updates:25/50,Timesteps:5200/10000,FPS:65.0,avg_sp:2.8636363636363638,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.045454545454545456,value_loss:0.07806491892163953,policy_loss:0.4054305512515518,dist_entropy:0.16101696938276291,actor_grad_norm:1.1434461752573648,critic_grad_norm:1.0379925628503164,ratio:3.0012003501256306,best_i:0,average_step_rewards:0.9449999928474426
episode:26,Updates:26/50,Timesteps:5400/10000,FPS:65.0,avg_sp:2.772727272727273,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.13854965834567945,policy_loss:0.365002562219277,dist_entropy:0.15422734767198562,actor_grad_norm:1.854887811342875,critic_grad_norm:1.2862259762982526,ratio:2.999235741297404,best_i:0,average_step_rewards:0.9150000214576721
episode:27,Updates:27/50,Timesteps:5600/10000,FPS:64.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.18368208599276842,policy_loss:0.4505890911928533,dist_entropy:0.13210970610380174,actor_grad_norm:1.5204084714253743,critic_grad_norm:2.0676040440797805,ratio:2.9991256475448607,best_i:0,average_step_rewards:0.9750000238418579
episode:28,Updates:28/50,Timesteps:5800/10000,FPS:64.0,avg_sp:2.909090909090909,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.05369029091671109,policy_loss:0.45447444816570104,dist_entropy:0.12065333972374598,actor_grad_norm:0.8379437367121378,critic_grad_norm:1.453414873033762,ratio:2.997393774986267,best_i:0,average_step_rewards:0.9599999785423279
episode:29,Updates:29/50,Timesteps:6000/10000,FPS:64.0,avg_sp:2.8181818181818183,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.07636322490870953,policy_loss:0.4546825683649319,dist_entropy:0.10735787451267242,actor_grad_norm:1.0175214250882467,critic_grad_norm:0.8901016653515399,ratio:3.000439937909444,best_i:0,average_step_rewards:0.9300000071525574
episode:30,Updates:30/50,Timesteps:6200/10000,FPS:64.0,avg_sp:3.0,avg_xp_0_0:0.030303030303030304,avg_xp_0_1:0.0,value_loss:0.06887546976407369,policy_loss:0.45698372592420006,dist_entropy:0.10141450141867002,actor_grad_norm:2.006505537033081,critic_grad_norm:0.6426457276567816,ratio:2.999779391288757,best_i:0,average_step_rewards:0.9900000095367432
episode:31,Updates:31/50,Timesteps:6400/10000,FPS:64.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.013048287395698329,policy_loss:0.4372938200827799,dist_entropy:0.09372354137400786,actor_grad_norm:0.28673349420229594,critic_grad_norm:1.2542201081911724,ratio:2.9998615384101868,best_i:0,average_step_rewards:0.9750000238418579
episode:32,Updates:32/50,Timesteps:6600/10000,FPS:64.0,avg_sp:2.8636363636363638,avg_xp_0_0:0.0,avg_xp_0_1:0.030303030303030304,value_loss:0.04634648019758363,policy_loss:0.46232000161497855,dist_entropy:0.08326919277509054,actor_grad_norm:0.6623022437095643,critic_grad_norm:0.9353251326829195,ratio:3.0002167304356893,best_i:0,average_step_rewards:0.9449999928474426
episode:33,Updates:33/50,Timesteps:6800/10000,FPS:64.0,avg_sp:3.0,avg_xp_0_0:0.045454545454545456,avg_xp_0_1:0.0,value_loss:0.0982845342097183,policy_loss:0.45506634900462817,dist_entropy:0.08025794153412183,actor_grad_norm:1.322597829500834,critic_grad_norm:0.6749160042653481,ratio:2.998726995786031,best_i:0,average_step_rewards:0.9900000095367432
episode:34,Updates:34/50,Timesteps:7000/10000,FPS:64.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.054307620304947096,policy_loss:0.4480062712828179,dist_entropy:0.07260689872006575,actor_grad_norm:0.05609396571914355,critic_grad_norm:1.530489428465565,ratio:3.000372815132141,best_i:0,average_step_rewards:0.9750000238418579
episode:35,Updates:35/50,Timesteps:7200/10000,FPS:64.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.04473199949134141,policy_loss:0.44368734518113584,dist_entropy:0.07061152334014574,actor_grad_norm:0.7022262692451477,critic_grad_norm:1.3347335745890936,ratio:3.0000120719273884,best_i:0,average_step_rewards:0.9750000238418579
episode:36,Updates:36/50,Timesteps:7400/10000,FPS:64.0,avg_sp:2.909090909090909,avg_xp_0_0:0.09090909090909091,avg_xp_0_1:0.0,value_loss:0.04334454263250033,policy_loss:0.47124215956686144,dist_entropy:0.06724868218104045,actor_grad_norm:0.7971746842066447,critic_grad_norm:0.7292701413234075,ratio:3.000072006384532,best_i:0,average_step_rewards:0.9599999785423279
episode:37,Updates:37/50,Timesteps:7600/10000,FPS:64.0,avg_sp:3.0,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.15422229312825947,policy_loss:0.4341697175671579,dist_entropy:0.0643599926183621,actor_grad_norm:0.8709628661473592,critic_grad_norm:1.550309157371521,ratio:2.9999914526939393,best_i:0,average_step_rewards:0.9900000095367432
episode:38,Updates:38/50,Timesteps:7800/10000,FPS:64.0,avg_sp:2.8181818181818183,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.010955738602206111,policy_loss:0.47706285484631844,dist_entropy:0.05865952981015046,actor_grad_norm:0.02733317290743192,critic_grad_norm:1.5986771921316782,ratio:3.0000897447268167,best_i:0,average_step_rewards:0.9300000071525574
episode:39,Updates:39/50,Timesteps:8000/10000,FPS:64.0,avg_sp:3.0,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.13719090203133721,policy_loss:0.4784279360088597,dist_entropy:0.05803094717363517,actor_grad_norm:1.34950749874115,critic_grad_norm:2.336532598733902,ratio:2.999565239747365,best_i:0,average_step_rewards:0.9900000095367432
episode:40,Updates:40/50,Timesteps:8200/10000,FPS:64.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.0,avg_xp_0_1:0.06060606060606061,value_loss:0.01456703149403135,policy_loss:0.48541163408761073,dist_entropy:0.05239127768824498,actor_grad_norm:0.04141845703125,critic_grad_norm:1.178775333488981,ratio:3.0002348025639853,best_i:0,average_step_rewards:0.9750000238418579
episode:41,Updates:41/50,Timesteps:8400/10000,FPS:64.0,avg_sp:2.8636363636363638,avg_xp_0_0:0.015151515151515152,avg_xp_0_1:0.045454545454545456,value_loss:0.05749282060811917,policy_loss:0.46169822893167534,dist_entropy:0.05082856292525927,actor_grad_norm:1.035152753194173,critic_grad_norm:1.1993121442695458,ratio:2.9999897559483846,best_i:0,average_step_rewards:0.9449999928474426
episode:42,Updates:42/50,Timesteps:8600/10000,FPS:64.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.07353268781056006,policy_loss:0.46393625329046817,dist_entropy:0.05164449103176594,actor_grad_norm:1.532025901476542,critic_grad_norm:0.8459986129154762,ratio:2.9995107293128966,best_i:0,average_step_rewards:0.9750000238418579
episode:43,Updates:43/50,Timesteps:8800/10000,FPS:64.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.0,avg_xp_0_1:0.015151515151515152,value_loss:0.031799760678162176,policy_loss:0.49277399948355766,dist_entropy:0.04211326974133651,actor_grad_norm:0.9788015643755595,critic_grad_norm:0.7823384225368499,ratio:2.9995174129803974,best_i:0,average_step_rewards:0.9750000238418579
episode:44,Updates:44/50,Timesteps:9000/10000,FPS:64.0,avg_sp:3.0,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.04854941256344318,policy_loss:0.5037647566025844,dist_entropy:0.040141013885537785,actor_grad_norm:0.8049362421035766,critic_grad_norm:0.5946133159101009,ratio:2.99798952738444,best_i:0,average_step_rewards:0.9900000095367432
episode:45,Updates:45/50,Timesteps:9200/10000,FPS:64.0,avg_sp:3.0,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.014367865646878879,policy_loss:0.5044553368886265,dist_entropy:0.03509652701516946,actor_grad_norm:0.028423149635394416,critic_grad_norm:0.6953237170974413,ratio:3.00011252562205,best_i:0,average_step_rewards:0.9900000095367432
episode:46,Updates:46/50,Timesteps:9400/10000,FPS:64.0,avg_sp:3.0,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.015715837323417265,policy_loss:0.508313833753268,dist_entropy:0.034913998345534006,actor_grad_norm:0.03367659747600556,critic_grad_norm:0.5082195927699407,ratio:2.9999922156333922,best_i:0,average_step_rewards:0.9900000095367432
episode:47,Updates:47/50,Timesteps:9600/10000,FPS:64.0,avg_sp:3.0,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.013652722723782063,policy_loss:0.5270823146899543,dist_entropy:0.03442387655377388,actor_grad_norm:0.02839050975938638,critic_grad_norm:0.408318298868835,ratio:3.0000002503395082,best_i:0,average_step_rewards:0.9900000095367432
episode:48,Updates:48/50,Timesteps:9800/10000,FPS:63.0,avg_sp:3.0,avg_xp_0_0:0.0,avg_xp_0_1:0.045454545454545456,value_loss:0.014215013338252902,policy_loss:0.5146625732978186,dist_entropy:0.034511344507336617,actor_grad_norm:0.02839476503431797,critic_grad_norm:0.23159501738846303,ratio:2.9999913652737935,best_i:0,average_step_rewards:0.9900000095367432
episode:49,Updates:49/50,Timesteps:10000/10000,FPS:63.0,avg_sp:2.9545454545454546,avg_xp_0_0:0.0,avg_xp_0_1:0.0,value_loss:0.0184728035548081,policy_loss:0.5060734240214029,dist_entropy:0.03484620663026969,actor_grad_norm:0.028456384936968487,critic_grad_norm:0.33170761906852325,ratio:2.9999815702438353,best_i:0,average_step_rewards:0.9750000238418579
