episode:1,Updates:1/50,Timesteps:400/10000,FPS:104.0,avg_sp:0.18181818181818182,avg_xp_0_0:0.4090909090909091,avg_xp_0_1:0.4696969696969697,value_loss:2.390261121590932,policy_loss:-0.004139284471360346,dist_entropy:2.0765433152516684,actor_grad_norm:1.9517788966496785,critic_grad_norm:13.785271817445755,ratio:3.000373347600301,best_i:0,average_step_rewards:0.05999999865889549
episode:2,Updates:2/50,Timesteps:600/10000,FPS:93.0,avg_sp:0.30303030303030304,avg_xp_0_0:0.36363636363636365,avg_xp_0_1:0.4393939393939394,value_loss:1.7763129194577536,policy_loss:-0.007955940652483425,dist_entropy:2.0583279450734455,actor_grad_norm:2.2942400614420575,critic_grad_norm:18.870237223307292,ratio:3.005955171585083,best_i:0,average_step_rewards:0.10000000149011612
episode:3,Updates:3/50,Timesteps:800/10000,FPS:84.0,avg_sp:0.16666666666666666,avg_xp_0_0:0.3787878787878788,avg_xp_0_1:0.3787878787878788,value_loss:1.436721154054006,policy_loss:-0.037204927835923926,dist_entropy:2.0248299638430276,actor_grad_norm:1.457640790939331,critic_grad_norm:17.47970314025879,ratio:3.0033591588338218,best_i:0,average_step_rewards:0.054999999701976776
episode:4,Updates:4/50,Timesteps:1000/10000,FPS:82.0,avg_sp:0.22727272727272727,avg_xp_0_0:0.3333333333333333,avg_xp_0_1:0.30303030303030304,value_loss:1.264606386423111,policy_loss:-0.07271359044499696,dist_entropy:1.98366060256958,actor_grad_norm:1.9975814819335938,critic_grad_norm:11.932355912526448,ratio:3.000027318795522,best_i:0,average_step_rewards:0.07500000298023224
episode:5,Updates:5/50,Timesteps:1200/10000,FPS:78.0,avg_sp:0.09090909090909091,avg_xp_0_0:0.18181818181818182,avg_xp_0_1:0.2727272727272727,value_loss:1.2000535666942596,policy_loss:-0.07672727919087022,dist_entropy:1.9365002592404683,actor_grad_norm:2.0998782475789386,critic_grad_norm:9.795269592603047,ratio:2.9947697639465334,best_i:0,average_step_rewards:0.029999999329447746
episode:6,Updates:6/50,Timesteps:1400/10000,FPS:75.0,avg_sp:0.3939393939393939,avg_xp_0_0:0.21212121212121213,avg_xp_0_1:0.22727272727272727,value_loss:0.7830680047472318,policy_loss:-0.010193332803746043,dist_entropy:1.901093022028605,actor_grad_norm:1.92837659517924,critic_grad_norm:9.53706358273824,ratio:3.004422461986542,best_i:0,average_step_rewards:0.12999999523162842
episode:7,Updates:7/50,Timesteps:1600/10000,FPS:73.0,avg_sp:0.36363636363636365,avg_xp_0_0:0.12121212121212122,avg_xp_0_1:0.25757575757575757,value_loss:1.8026788373788198,policy_loss:-0.018576485861713662,dist_entropy:1.8366240898768107,actor_grad_norm:2.9751254240671794,critic_grad_norm:12.733312563101451,ratio:3.0028950373331704,best_i:0,average_step_rewards:0.11999999731779099
episode:8,Updates:8/50,Timesteps:1800/10000,FPS:71.0,avg_sp:0.36363636363636365,avg_xp_0_0:0.15151515151515152,avg_xp_0_1:0.2878787878787879,value_loss:1.5561417246858278,policy_loss:0.03128720529253283,dist_entropy:1.7455901861190797,actor_grad_norm:3.1256744066874185,critic_grad_norm:9.887227555116018,ratio:2.9904316147168477,best_i:0,average_step_rewards:0.11999999731779099
episode:9,Updates:9/50,Timesteps:2000/10000,FPS:70.0,avg_sp:0.5757575757575758,avg_xp_0_0:0.09090909090909091,avg_xp_0_1:0.15151515151515152,value_loss:1.6124147574106853,policy_loss:-0.03988540947126846,dist_entropy:1.5995264530181885,actor_grad_norm:2.8313639998435973,critic_grad_norm:6.819482771555583,ratio:3.0024466554323834,best_i:0,average_step_rewards:0.1899999976158142
episode:10,Updates:10/50,Timesteps:2200/10000,FPS:69.0,avg_sp:1.0909090909090908,avg_xp_0_0:0.045454545454545456,avg_xp_0_1:0.07575757575757576,value_loss:1.88658017963171,policy_loss:-0.010451563993468879,dist_entropy:1.4391242206096648,actor_grad_norm:2.7945156335830688,critic_grad_norm:10.31978979508082,ratio:2.999127686023712,best_i:0,average_step_rewards:0.36000001430511475
episode:11,Updates:11/50,Timesteps:2400/10000,FPS:68.0,avg_sp:1.0454545454545454,avg_xp_0_0:0.045454545454545456,avg_xp_0_1:0.09090909090909091,value_loss:2.256961511199673,policy_loss:0.030915803262343052,dist_entropy:1.2688855826854706,actor_grad_norm:3.240471522013346,critic_grad_norm:14.807075432936351,ratio:2.993613906701406,best_i:0,average_step_rewards:0.3449999988079071
